1634060174.533676, -1.680862605571747e-05, 1.1242754757404323e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.53385, -1.710781306028366e-05, 1.153328642249107e-05, -4.4876378774642946e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5340104, -1.680862605571747e-05, 1.153328642249107e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5341446, -1.710781306028366e-05, 1.153328642249107e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5354297, -1.710781306028366e-05, 1.153328642249107e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5362022, -1.710781306028366e-05, 1.153328642249107e-05, -4.421883523464203e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5367863, -1.710781306028366e-05, 1.153328642249107e-05, -4.4876378774642946e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5396743, -1.680862605571747e-05, 1.1242754757404323e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.54212, -1.680862605571747e-05, 1.1242754757404323e-05, -4.389006793498993e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5431604, -1.680862605571747e-05, 1.153328642249107e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5432112, -1.710781306028366e-05, 1.153328642249107e-05, -4.4876378774642946e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.544151, -1.710781306028366e-05, 1.1242754757404323e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.5447688, -1.710781306028366e-05, 1.153328642249107e-05, -4.454760849475861e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1634060174.544883, -1.680862605571747e-05, 1.1242754757404323e-05, -4.421883523464203e-05, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
